round,seq,utc,query,terms,expression,top_k,equivalence_key,cache_key,cached,returned_dN,returned_docids,result_docs
5,106,2026-09-15T14:25:46.477977+00:00,Diamond Jenness Through Darkening Spectacles shaman,"[""diamond"",""jenness"",""through"",""darkening"",""spectacles"",""shaman""]","""diamond"" OR ""jenness"" OR ""through"" OR ""darkening"" OR ""spectacles"" OR ""shaman""",5,82ca88e6a48f87fda6a268bf2ce010fd89906120133d3553b58cea38a794a3bf,9ac7eaf7f24b26ca82e82eb5fc9c9845cd5de9c3818ba908fda1af429ea16aa7,False,"[""d11"",""d10"",""d16"",""d32"",""d33""]","[""67128"",""78189"",""80389"",""48516"",""50776""]","[{""docid"":""67128"",""score"":37.0750412711413,""snippet"":"" ... The government shifted attention away from domestic problems when World War II broke out, and Jenness (being too old for combat) was assigned temporary duties to assist in war efforts at home.Jenness, Diamond and Stuart E. Jenness, \""Through Darkening Spectacles: Memoirs of Diamond Jenness\"" by Diamond Jenness ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""78189"",""score"":21.067740418450185,""snippet"":"" ... THE DIARY OF DIAMOND JENNESS, 1913-1916. Edited by STUARTE. JENNESS. Hull: Canadian Museum of Civilization, 1991. 902 p., 208 illus. (maps, photos and draw-ings), appendices, index, bib. Hardbound. Cdn$65.00. This superbly edited volume brings into public view the complete arctic diary of Diamond Jenness ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""80389"",""score"":18.515823368322913,""snippet"":"" ... Yet behind the scenes, The Hollywood Reporter has learned through discussions with all three Amoses that the situation is both more and less than it seems.\n\nThe painful saga goes back decades and provides an unsettling X-ray on the family life of a man who became an ... "",""title"":""https://www.hollywoodreporter.com/business/business-news/good-times-john-amos-family-battle-children-1235639539/""},{""docid"":""48516"",""score"":17.12104126297264,""snippet"":"" ... Rather, the shaman's power arose from helper and ancestral spirits who communicated their magical and curative powers through her.\n\nNot all tribal tattooists were shamans, however. Some were simply traditional healers with particular specializations (e.g., eyes, ears, throat). In the northern Philippines, tattoo artists tattooed markings ... "",""title"":""https://larskrutak.com/shamanic-skin-the-art-of-magical-tattoos/""},{""docid"":""50776"",""score"":15.305595802880424,""snippet"":"" ... Jim becomes a slicked-back 1950′s rock & roll shaman channeling Screamin' Jay Hawkins through Buddy Holly, while Jimbo incinerates the Stand-Up Bass.\n\nSinatra & Streisand Tribute\n\nRiviera Theatre 67 Webster Street, North Tonawanda, NY, United StatesJoin us for an unforgettable evening celebrating the music of Frank Sinatra ... "",""title"":""https://rivieratheatre.org/upcoming-events/""}]"
5,111,2026-09-15T14:25:46.968734+00:00,Jenness Inuktitut word shaman mistaken identity,"[""jenness"",""inuktitut"",""word"",""shaman"",""mistaken"",""identity""]","""jenness"" OR ""inuktitut"" OR ""word"" OR ""shaman"" OR ""mistaken"" OR ""identity""",5,6584046ce5a60ec412c7c89112a5d3579238173cd1d73a8ae4cf28fb7e38d1e8,e6d40a347e288e88d8b66442c6c8901890ff27c7435a28b410f40497f292c264,False,"[""d13"",""d10"",""d15"",""d11"",""d7""]","[""61556"",""78189"",""6879"",""67128"",""37659""]","[{""docid"":""61556"",""score"":20.616219090298536,""snippet"":"" ... As the expedition's archaeologist, Graham had one main quest, set for him by Diamond Jenness at the National Museum in Ottawa: to unearth conclusive evidence of an ancient Arctic culture quite distinct from the so-called Thule culture described by Danish archaeologist Therkel Mathiassen. ... At Avvajja, [near ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/view/63558""},{""docid"":""78189"",""score"":17.56660329711477,""snippet"":"" ... THE DIARY OF DIAMOND JENNESS, 1913-1916. Edited by STUARTE. JENNESS. Hull: Canadian Museum of Civilization, 1991. 902 p., 208 illus. (maps, photos and draw-ings), appendices, index, bib. Hardbound. Cdn$65.00. This superbly edited volume brings into public view the complete arctic diary of Diamond Jenness ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""6879"",""score"":16.63781128720297,""snippet"":"" ... Inuit is an Inuktitut language word for people. Inuk for person. For much of recent history they were known as \""Eskimos,\"" but obviously preferred the substitution of their own term for themselves. While the striking aspects of their material culture are well known — iglu (snowhouse) and kayak (small ... "",""title"":""https://www.canadashistory.ca/explore/politics-law/the-creation-of-nunavut""},{""docid"":""67128"",""score"":16.38728752915328,""snippet"":"" ... Roberts with Jenness's word translations can be found in the monograph \""Songs of the Copper Eskimos\"" (1925).Roberts, Helen Hefron and Diamond Jenness \""Songs of the Copper Eskimos. Report of the Canadian Arctic Expedition, 1913-18, Southern Party 1913-16, Volume XIV\"" Ottawa : F.A. Acland, 1925 ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""37659"",""score"":15.610223546163946,""snippet"":"" ... those formed with -vé, -hörgr, and -hof, words for religious sites of various kinds, and also likely those formed with -akr or -vin, words for \""field\"", when coupled with the name of a deity. Magnus Olsen developed a typology of such place names in Norway, from which he ... "",""title"":""https://en.wikipedia.org/wiki/Old_Norse_religion""}]"
6,125,2026-09-15T14:25:51.498031+00:00,Diamond Jenness angakok shaman word mistaken,"[""diamond"",""jenness"",""angakok"",""shaman"",""word"",""mistaken""]","""diamond"" OR ""jenness"" OR ""angakok"" OR ""shaman"" OR ""word"" OR ""mistaken""",5,d8b45fbd6a22ccb0bf4de066d4ee1fd72180ab46c894c5ac4f78880a2b4901bf,027cd9c9725d1afda3f6ea43d306e9a9b84b8e840092acdd25864d19ce0041ea,False,"[""d10"",""d11"",""d18"",""d30"",""d31""]","[""78189"",""67128"",""8715"",""72439"",""59080""]","[{""docid"":""78189"",""score"":22.451185816257393,""snippet"":"" ... THE DIARY OF DIAMOND JENNESS, 1913-1916. Edited by STUARTE. JENNESS. Hull: Canadian Museum of Civilization, 1991. 902 p., 208 illus. (maps, photos and draw-ings), appendices, index, bib. Hardbound. Cdn$65.00. This superbly edited volume brings into public view the complete arctic diary of Diamond Jenness ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""67128"",""score"":20.874430968768756,""snippet"":"" ... Roberts with Jenness's word translations can be found in the monograph \""Songs of the Copper Eskimos\"" (1925).Roberts, Helen Hefron and Diamond Jenness \""Songs of the Copper Eskimos. Report of the Canadian Arctic Expedition, 1913-18, Southern Party 1913-16, Volume XIV\"" Ottawa : F.A. Acland, 1925 ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""8715"",""score"":14.885562319454763,""snippet"":"" ... Filmography, discography, songs\nother_names: * Bartholomew Cubbins, * Angakok Panipaq\nalma_mater: School of Visual Arts\noccupation: * Actor, * musician\npartner: Cameron Diaz (1999–2003)Valery Kaufman (2015–2022)\nfamily: Shannon Leto (brother)\nmodule: solo_singer Alternative rock Thirty Seconds to Mars\nawards: Full list\nwebsite: thirtysecondstomars.com\n\nembed: yes ... "",""title"":""https://en.wikipedia.org/wiki/Jared_Leto""},{""docid"":""72439"",""score"":14.638891679025207,""snippet"":"" ... 2023-11-25\n---\nanimism\n\n- Related Topics:\n\n- nature worship\n\n- totemism\n\n- shamanism\n\n- mana\n\n- ancestor worship\n\n- On the Web:\n\n- UCL Discovery - The Social Agency of Things? Animism and Materiality in the Andes (PDF) (May 21, 2025)\n\nanimism, belief in innumerable spiritual beings concerned with human affairs and capable of helping or ... "",""title"":""https://www.britannica.com/topic/animism""},{""docid"":""59080"",""score"":14.014452166702378,""snippet"":"" ... White alternates between solo projects and collaborations in his music and appears almost like a modern day shaman who walks the earth lightly.\n\nHis incredible resolve to ride the surf board of life, despite the squall of the ocean tides, is more than memorable in his debut book ... "",""title"":""https://www.lonesomehighway.com/features-1""}]"
6,128,2026-09-15T14:25:51.838515+00:00,Jenness Copper Inuit shaman wife Higalik,"[""jenness"",""copper"",""inuit"",""shaman"",""wife"",""higalik""]","""jenness"" OR ""copper"" OR ""inuit"" OR ""shaman"" OR ""wife"" OR ""higalik""",5,0e54e4beeeff8199a1651567a93b0515105b8fa92c452b105ac4c7999dbb2968,0842e2086fb7f2990014546910dc8a8caba36ebc1c3a614bb154d085caeb0a36,False,"[""d11"",""d10"",""d19"",""d6"",""d20""]","[""67128"",""78189"",""10838"",""53714"",""6496""]","[{""docid"":""67128"",""score"":44.723228227757154,""snippet"":"" ... Jenness spent two years with the Copper Inuit and lived as an adopted son of a hunter named Ikpukhuak and his shaman wife Higalik (name meaning Ice House). During that time he hunted and travelled with his \""family,\"" sharing both their festivities and their famine. By living with ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""78189"",""score"":37.420255167436416,""snippet"":"" ... It is from this base camp that Jenness embarked upon his extensive studies of the Copper Inuit of the Coronation Gulf region, which would culminate in the writing of one of the finest ethnographies of any Inuit group: The Life of the Copper Eskimos (1922). From my own ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""10838"",""score"":27.074130725313402,""snippet"":"" ... his ground-breaking study of the Copper Inuit, with whom he lived for two years from 1914 to 1916 in the then-extremely-remote and isolated high Arctic, living the same primal existence as had their forebears thousands of years earlier.\n\nJenness went on to undertake first-hand ... "",""title"":""https://glebereport.ca/articles/diamond-jenness-1886-1969/""},{""docid"":""53714"",""score"":21.67429586343077,""snippet"":"" ... In several instances, songs related to shamanism are intended to imitate natural sounds, via onomatopoeia.\n\nSound mimesis in various cultures may serve other functions not necessarily related to shamanism: practical goals such as luring game in the hunt; or entertainment (Inuit throat singing).\n\nInitiation and learning\n\nShamans often ... "",""title"":""https://en.wikipedia.org/wiki/Shamanism""},{""docid"":""6496"",""score"":21.443576026073927,""snippet"":"" ... Northwest craftsmen also had some local copper to work with. They made some of their arrowheads from it, as well as copper knives for weapons of war. They engraved designs on a plaque, called a \""copper,\"" that served in the place of a valuable bank note. One famous ... "",""title"":""https://kids.britannica.com/students/article/Indigenous-peoples-of-the-Americas/275046""}]"
6,131,2026-09-15T14:25:52.097813+00:00,Diamond Jenness memoir shaman mistaken word,"[""diamond"",""jenness"",""memoir"",""shaman"",""mistaken"",""word""]","""diamond"" OR ""jenness"" OR ""memoir"" OR ""shaman"" OR ""mistaken"" OR ""word""",5,6cac9aa9a17c8e8830e8bef14da9e2191a512f5e81e29ba5247db37512a1b4b2,f72c838b65d7c2b9e1b6449863c23c78bbd7dda10a71f07633447262f8f9173c,False,"[""d11"",""d10"",""d34"",""d35"",""d6""]","[""67128"",""78189"",""7969"",""20694"",""53714""]","[{""docid"":""67128"",""score"":26.695711171979767,""snippet"":"" ... The government shifted attention away from domestic problems when World War II broke out, and Jenness (being too old for combat) was assigned temporary duties to assist in war efforts at home.Jenness, Diamond and Stuart E. Jenness, \""Through Darkening Spectacles: Memoirs of Diamond Jenness\"" by Diamond Jenness ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""78189"",""score"":22.451185816257393,""snippet"":"" ... THE DIARY OF DIAMOND JENNESS, 1913-1916. Edited by STUARTE. JENNESS. Hull: Canadian Museum of Civilization, 1991. 902 p., 208 illus. (maps, photos and draw-ings), appendices, index, bib. Hardbound. Cdn$65.00. This superbly edited volume brings into public view the complete arctic diary of Diamond Jenness ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""7969"",""score"":17.384003128538886,""snippet"":"" ... Array\n\n(\n\n[approved] => 1\n\n[author] => Famoudou Konaté\n\n[authorBio] =>\n\n[authorRoleTag] => By\n\n[backCover] => 17336636519e0c4.jpg\n\n[editionNum] => 0\n\n[frontCover] => 1733663651f550e.jpg\n\n[fullColor] => 0\n\n[genre] => Memoir\n\n[id] => 458\n\n[isbn] => 979-8-9854287-2-8\n\n[longDesc] => #### The master djembéfola—in his own words. Discover the magic and intrigue of West Africa in the long ... "",""title"":""https://davekobrenski.com/cultural-art/nungua-fishing-village""},{""docid"":""20694"",""score"":16.719409526329603,""snippet"":"" ... biology marine life marketing marrakesh marriage marxism masculinity mass incarceration massacre masturbation matcha maternal health maternity McCarthyism media studies medical medicine Meditation memes memoir memoir in verse memory men men's health menopause mens studies mental health Merch mermaids metaphysical methods metoo mexican mexico miami middle east middle ... "",""title"":""https://rep.club/pages/tags?srsltid=AfmBOoo35Unsz6HN2axJOQ00zeeNfZmSd3DRNJM-5rfV0D5_KKKY77QB""},{""docid"":""53714"",""score"":16.058167511760328,""snippet"":"" ... origin of the word shaman. The word has been reported in Gandhari as , in Tocharian A as , in Tocharian B as and in Chinese as , .\n\nThe term was adopted by Russians interacting with the indigenous peoples in Siberia. It is found in the memoirs of the exiled Russian ... "",""title"":""https://en.wikipedia.org/wiki/Shamanism""}]"
7,147,2026-09-15T14:25:57.459877+00:00,Diamond Jenness angakok shaman mistaken word,"[""diamond"",""jenness"",""angakok"",""shaman"",""mistaken"",""word""]","""diamond"" OR ""jenness"" OR ""angakok"" OR ""shaman"" OR ""mistaken"" OR ""word""",5,e991e96a178221a99175851eaeb17d9ed8291d5ec69090cc6253da77450c6625,1966c6f4e324c1f4763d5917bcddcb0c80464b1b232afcd941b4af71062bf766,False,"[""d10"",""d11"",""d18"",""d30"",""d31""]","[""78189"",""67128"",""8715"",""72439"",""59080""]","[{""docid"":""78189"",""score"":22.451185816257393,""snippet"":"" ... THE DIARY OF DIAMOND JENNESS, 1913-1916. Edited by STUARTE. JENNESS. Hull: Canadian Museum of Civilization, 1991. 902 p., 208 illus. (maps, photos and draw-ings), appendices, index, bib. Hardbound. Cdn$65.00. This superbly edited volume brings into public view the complete arctic diary of Diamond Jenness ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""67128"",""score"":20.874430968768756,""snippet"":"" ... Roberts with Jenness's word translations can be found in the monograph \""Songs of the Copper Eskimos\"" (1925).Roberts, Helen Hefron and Diamond Jenness \""Songs of the Copper Eskimos. Report of the Canadian Arctic Expedition, 1913-18, Southern Party 1913-16, Volume XIV\"" Ottawa : F.A. Acland, 1925 ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""8715"",""score"":14.885562319454763,""snippet"":"" ... Filmography, discography, songs\nother_names: * Bartholomew Cubbins, * Angakok Panipaq\nalma_mater: School of Visual Arts\noccupation: * Actor, * musician\npartner: Cameron Diaz (1999–2003)Valery Kaufman (2015–2022)\nfamily: Shannon Leto (brother)\nmodule: solo_singer Alternative rock Thirty Seconds to Mars\nawards: Full list\nwebsite: thirtysecondstomars.com\n\nembed: yes ... "",""title"":""https://en.wikipedia.org/wiki/Jared_Leto""},{""docid"":""72439"",""score"":14.638891679025207,""snippet"":"" ... 2023-11-25\n---\nanimism\n\n- Related Topics:\n\n- nature worship\n\n- totemism\n\n- shamanism\n\n- mana\n\n- ancestor worship\n\n- On the Web:\n\n- UCL Discovery - The Social Agency of Things? Animism and Materiality in the Andes (PDF) (May 21, 2025)\n\nanimism, belief in innumerable spiritual beings concerned with human affairs and capable of helping or ... "",""title"":""https://www.britannica.com/topic/animism""},{""docid"":""59080"",""score"":14.014452166702378,""snippet"":"" ... White alternates between solo projects and collaborations in his music and appears almost like a modern day shaman who walks the earth lightly.\n\nHis incredible resolve to ride the surf board of life, despite the squall of the ocean tides, is more than memorable in his debut book ... "",""title"":""https://www.lonesomehighway.com/features-1""}]"
7,150,2026-09-15T14:25:57.821675+00:00,Jenness Copper Inuit shaman wife Higalik,"[""jenness"",""copper"",""inuit"",""shaman"",""wife"",""higalik""]","""jenness"" OR ""copper"" OR ""inuit"" OR ""shaman"" OR ""wife"" OR ""higalik""",5,0e54e4beeeff8199a1651567a93b0515105b8fa92c452b105ac4c7999dbb2968,0842e2086fb7f2990014546910dc8a8caba36ebc1c3a614bb154d085caeb0a36,True,"[""d11"",""d10"",""d19"",""d6"",""d20""]","[""67128"",""78189"",""10838"",""53714"",""6496""]","[{""docid"":""67128"",""score"":44.723228227757154,""snippet"":"" ... Jenness spent two years with the Copper Inuit and lived as an adopted son of a hunter named Ikpukhuak and his shaman wife Higalik (name meaning Ice House). During that time he hunted and travelled with his \""family,\"" sharing both their festivities and their famine. By living with ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""78189"",""score"":37.420255167436416,""snippet"":"" ... It is from this base camp that Jenness embarked upon his extensive studies of the Copper Inuit of the Coronation Gulf region, which would culminate in the writing of one of the finest ethnographies of any Inuit group: The Life of the Copper Eskimos (1922). From my own ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""10838"",""score"":27.074130725313402,""snippet"":"" ... his ground-breaking study of the Copper Inuit, with whom he lived for two years from 1914 to 1916 in the then-extremely-remote and isolated high Arctic, living the same primal existence as had their forebears thousands of years earlier.\n\nJenness went on to undertake first-hand ... "",""title"":""https://glebereport.ca/articles/diamond-jenness-1886-1969/""},{""docid"":""53714"",""score"":21.67429586343077,""snippet"":"" ... In several instances, songs related to shamanism are intended to imitate natural sounds, via onomatopoeia.\n\nSound mimesis in various cultures may serve other functions not necessarily related to shamanism: practical goals such as luring game in the hunt; or entertainment (Inuit throat singing).\n\nInitiation and learning\n\nShamans often ... "",""title"":""https://en.wikipedia.org/wiki/Shamanism""},{""docid"":""6496"",""score"":21.443576026073927,""snippet"":"" ... Northwest craftsmen also had some local copper to work with. They made some of their arrowheads from it, as well as copper knives for weapons of war. They engraved designs on a plaque, called a \""copper,\"" that served in the place of a valuable bank note. One famous ... "",""title"":""https://kids.britannica.com/students/article/Indigenous-peoples-of-the-Americas/275046""}]"
7,151,2026-09-15T14:25:57.858761+00:00,Diamond Jenness memoir shaman mistaken word,"[""diamond"",""jenness"",""memoir"",""shaman"",""mistaken"",""word""]","""diamond"" OR ""jenness"" OR ""memoir"" OR ""shaman"" OR ""mistaken"" OR ""word""",5,6cac9aa9a17c8e8830e8bef14da9e2191a512f5e81e29ba5247db37512a1b4b2,f72c838b65d7c2b9e1b6449863c23c78bbd7dda10a71f07633447262f8f9173c,True,"[""d11"",""d10"",""d34"",""d35"",""d6""]","[""67128"",""78189"",""7969"",""20694"",""53714""]","[{""docid"":""67128"",""score"":26.695711171979767,""snippet"":"" ... The government shifted attention away from domestic problems when World War II broke out, and Jenness (being too old for combat) was assigned temporary duties to assist in war efforts at home.Jenness, Diamond and Stuart E. Jenness, \""Through Darkening Spectacles: Memoirs of Diamond Jenness\"" by Diamond Jenness ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""78189"",""score"":22.451185816257393,""snippet"":"" ... THE DIARY OF DIAMOND JENNESS, 1913-1916. Edited by STUARTE. JENNESS. Hull: Canadian Museum of Civilization, 1991. 902 p., 208 illus. (maps, photos and draw-ings), appendices, index, bib. Hardbound. Cdn$65.00. This superbly edited volume brings into public view the complete arctic diary of Diamond Jenness ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""7969"",""score"":17.384003128538886,""snippet"":"" ... Array\n\n(\n\n[approved] => 1\n\n[author] => Famoudou Konaté\n\n[authorBio] =>\n\n[authorRoleTag] => By\n\n[backCover] => 17336636519e0c4.jpg\n\n[editionNum] => 0\n\n[frontCover] => 1733663651f550e.jpg\n\n[fullColor] => 0\n\n[genre] => Memoir\n\n[id] => 458\n\n[isbn] => 979-8-9854287-2-8\n\n[longDesc] => #### The master djembéfola—in his own words. Discover the magic and intrigue of West Africa in the long ... "",""title"":""https://davekobrenski.com/cultural-art/nungua-fishing-village""},{""docid"":""20694"",""score"":16.719409526329603,""snippet"":"" ... biology marine life marketing marrakesh marriage marxism masculinity mass incarceration massacre masturbation matcha maternal health maternity McCarthyism media studies medical medicine Meditation memes memoir memoir in verse memory men men's health menopause mens studies mental health Merch mermaids metaphysical methods metoo mexican mexico miami middle east middle ... "",""title"":""https://rep.club/pages/tags?srsltid=AfmBOoo35Unsz6HN2axJOQ00zeeNfZmSd3DRNJM-5rfV0D5_KKKY77QB""},{""docid"":""53714"",""score"":16.058167511760328,""snippet"":"" ... origin of the word shaman. The word has been reported in Gandhari as , in Tocharian A as , in Tocharian B as and in Chinese as , .\n\nThe term was adopted by Russians interacting with the indigenous peoples in Siberia. It is found in the memoirs of the exiled Russian ... "",""title"":""https://en.wikipedia.org/wiki/Shamanism""}]"
8,163,2026-09-15T14:26:03.372807+00:00,Diamond Jenness angakok shaman mistaken word,"[""diamond"",""jenness"",""angakok"",""shaman"",""mistaken"",""word""]","""diamond"" OR ""jenness"" OR ""angakok"" OR ""shaman"" OR ""mistaken"" OR ""word""",5,e991e96a178221a99175851eaeb17d9ed8291d5ec69090cc6253da77450c6625,1966c6f4e324c1f4763d5917bcddcb0c80464b1b232afcd941b4af71062bf766,True,"[""d10"",""d11"",""d18"",""d30"",""d31""]","[""78189"",""67128"",""8715"",""72439"",""59080""]","[{""docid"":""78189"",""score"":22.451185816257393,""snippet"":"" ... THE DIARY OF DIAMOND JENNESS, 1913-1916. Edited by STUARTE. JENNESS. Hull: Canadian Museum of Civilization, 1991. 902 p., 208 illus. (maps, photos and draw-ings), appendices, index, bib. Hardbound. Cdn$65.00. This superbly edited volume brings into public view the complete arctic diary of Diamond Jenness ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""67128"",""score"":20.874430968768756,""snippet"":"" ... Roberts with Jenness's word translations can be found in the monograph \""Songs of the Copper Eskimos\"" (1925).Roberts, Helen Hefron and Diamond Jenness \""Songs of the Copper Eskimos. Report of the Canadian Arctic Expedition, 1913-18, Southern Party 1913-16, Volume XIV\"" Ottawa : F.A. Acland, 1925 ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""8715"",""score"":14.885562319454763,""snippet"":"" ... Filmography, discography, songs\nother_names: * Bartholomew Cubbins, * Angakok Panipaq\nalma_mater: School of Visual Arts\noccupation: * Actor, * musician\npartner: Cameron Diaz (1999–2003)Valery Kaufman (2015–2022)\nfamily: Shannon Leto (brother)\nmodule: solo_singer Alternative rock Thirty Seconds to Mars\nawards: Full list\nwebsite: thirtysecondstomars.com\n\nembed: yes ... "",""title"":""https://en.wikipedia.org/wiki/Jared_Leto""},{""docid"":""72439"",""score"":14.638891679025207,""snippet"":"" ... 2023-11-25\n---\nanimism\n\n- Related Topics:\n\n- nature worship\n\n- totemism\n\n- shamanism\n\n- mana\n\n- ancestor worship\n\n- On the Web:\n\n- UCL Discovery - The Social Agency of Things? Animism and Materiality in the Andes (PDF) (May 21, 2025)\n\nanimism, belief in innumerable spiritual beings concerned with human affairs and capable of helping or ... "",""title"":""https://www.britannica.com/topic/animism""},{""docid"":""59080"",""score"":14.014452166702378,""snippet"":"" ... White alternates between solo projects and collaborations in his music and appears almost like a modern day shaman who walks the earth lightly.\n\nHis incredible resolve to ride the surf board of life, despite the squall of the ocean tides, is more than memorable in his debut book ... "",""title"":""https://www.lonesomehighway.com/features-1""}]"
8,164,2026-09-15T14:26:03.416529+00:00,Jenness Copper Inuit shaman wife Higalik,"[""jenness"",""copper"",""inuit"",""shaman"",""wife"",""higalik""]","""jenness"" OR ""copper"" OR ""inuit"" OR ""shaman"" OR ""wife"" OR ""higalik""",5,0e54e4beeeff8199a1651567a93b0515105b8fa92c452b105ac4c7999dbb2968,0842e2086fb7f2990014546910dc8a8caba36ebc1c3a614bb154d085caeb0a36,True,"[""d11"",""d10"",""d19"",""d6"",""d20""]","[""67128"",""78189"",""10838"",""53714"",""6496""]","[{""docid"":""67128"",""score"":44.723228227757154,""snippet"":"" ... Jenness spent two years with the Copper Inuit and lived as an adopted son of a hunter named Ikpukhuak and his shaman wife Higalik (name meaning Ice House). During that time he hunted and travelled with his \""family,\"" sharing both their festivities and their famine. By living with ... "",""title"":""https://en.wikipedia.org/wiki/Diamond_Jenness""},{""docid"":""78189"",""score"":37.420255167436416,""snippet"":"" ... It is from this base camp that Jenness embarked upon his extensive studies of the Copper Inuit of the Coronation Gulf region, which would culminate in the writing of one of the finest ethnographies of any Inuit group: The Life of the Copper Eskimos (1922). From my own ... "",""title"":""https://journalhosting.ucalgary.ca/index.php/arctic/article/download/64915/48829/184429""},{""docid"":""10838"",""score"":27.074130725313402,""snippet"":"" ... his ground-breaking study of the Copper Inuit, with whom he lived for two years from 1914 to 1916 in the then-extremely-remote and isolated high Arctic, living the same primal existence as had their forebears thousands of years earlier.\n\nJenness went on to undertake first-hand ... "",""title"":""https://glebereport.ca/articles/diamond-jenness-1886-1969/""},{""docid"":""53714"",""score"":21.67429586343077,""snippet"":"" ... In several instances, songs related to shamanism are intended to imitate natural sounds, via onomatopoeia.\n\nSound mimesis in various cultures may serve other functions not necessarily related to shamanism: practical goals such as luring game in the hunt; or entertainment (Inuit throat singing).\n\nInitiation and learning\n\nShamans often ... "",""title"":""https://en.wikipedia.org/wiki/Shamanism""},{""docid"":""6496"",""score"":21.443576026073927,""snippet"":"" ... Northwest craftsmen also had some local copper to work with. They made some of their arrowheads from it, as well as copper knives for weapons of war. They engraved designs on a plaque, called a \""copper,\"" that served in the place of a valuable bank note. One famous ... "",""title"":""https://kids.britannica.com/students/article/Indigenous-peoples-of-the-Americas/275046""}]"
