round,ref,visible,shelf_restored,shelf_evicted
24,e3,True,False,False
24,e4,True,False,False
24,e5,False,False,False
25,e1,False,False,False
25,e2,True,True,False
25,e3,True,False,False
25,e4,True,False,False
25,e5,True,False,False
26,e1,False,False,False
26,e2,False,False,False
26,e3,True,False,False
26,e4,True,False,False
26,e5,True,False,False
27,e1,False,False,False
27,e2,False,False,False
27,e3,True,False,False
27,e4,True,False,False
27,e5,True,False,False
28,e1,False,False,False
28,e2,False,False,False
28,e3,True,False,False
28,e4,True,False,False
28,e5,True,False,False
29,e1,False,False,False
29,e2,False,False,False
29,e3,True,False,False
29,e4,True,False,False
29,e5,True,False,False
30,e1,False,False,False
30,e2,False,False,False
30,e3,True,False,False
30,e4,True,False,False
30,e5,True,False,False
31,e1,False,False,False
31,e2,False,False,False
31,e3,True,False,False
31,e4,True,False,False
31,e5,True,False,False
32,e1,False,False,False
32,e2,False,False,False
32,e3,True,False,False
32,e4,True,False,False
32,e5,True,False,False
33,e1,False,False,False
33,e2,False,False,False
33,e3,True,False,False
33,e4,True,False,False
33,e5,True,False,False
34,e1,False,False,False
34,e2,False,False,False
34,e3,True,False,False
34,e4,True,False,False
34,e5,True,False,False
35,e1,False,False,False
35,e2,False,False,False
35,e3,True,True,False
35,e4,True,True,False
35,e5,True,True,False
36,e1,False,False,False
36,e2,False,False,False
36,e3,True,True,False
36,e4,True,True,False
36,e5,True,True,False
37,e1,False,False,False
37,e2,False,False,False
37,e3,True,True,False
37,e4,True,True,False
37,e5,True,True,False
38,e1,False,False,False
38,e2,False,False,False
38,e3,True,True,False
38,e4,True,True,False
38,e5,True,True,False
39,e1,False,False,False
39,e2,False,False,False
39,e3,True,True,False
39,e4,True,True,False
39,e5,True,True,False
40,e1,False,False,False
40,e2,False,False,False
40,e3,True,True,False
40,e4,True,True,False
40,e5,True,True,False
41,e1,False,False,False
41,e2,False,False,False
41,e3,True,True,False
41,e4,True,True,False
41,e5,True,True,False
42,e1,False,False,False
42,e2,False,False,False
42,e3,True,True,False
42,e4,True,True,False
42,e5,True,True,False
43,e1,False,False,False
43,e2,False,False,False
43,e3,True,True,False
43,e4,True,True,False
43,e5,True,True,False
44,e1,False,False,False
44,e2,False,False,False
44,e3,True,True,False
44,e4,True,True,False
44,e5,True,True,False
45,e1,False,False,False
45,e2,False,False,False
45,e3,True,True,False
45,e4,True,True,False
45,e5,True,True,False
46,e1,False,False,False
46,e2,False,False,False
46,e3,True,True,False
46,e4,True,True,False
46,e5,True,True,False
47,e1,False,False,False
47,e2,False,False,False
47,e3,True,True,False
47,e4,True,True,False
47,e5,True,True,False
48,e1,False,False,False
48,e2,False,False,False
48,e3,True,True,False
48,e4,True,True,False
48,e5,True,True,False
49,e1,False,False,False
49,e2,False,False,False
49,e3,True,True,False
49,e4,True,True,False
49,e5,True,True,False
50,e1,False,False,False
50,e2,False,False,False
50,e3,True,True,False
50,e4,True,True,False
50,e5,True,True,False
51,e1,False,False,False
51,e2,False,False,False
51,e3,True,True,False
51,e4,True,True,False
51,e5,True,True,False
52,e1,False,False,False
52,e2,False,False,False
52,e3,True,True,False
52,e4,True,True,False
52,e5,True,True,False
53,e1,False,False,False
53,e2,False,False,False
53,e3,True,True,False
53,e4,True,True,False
53,e5,True,True,False
54,e1,False,False,False
54,e2,False,False,False
54,e3,True,True,False
54,e4,True,True,False
54,e5,True,True,False
55,e1,False,False,False
55,e2,False,False,False
55,e3,True,True,False
55,e4,True,True,False
55,e5,True,True,False
56,e1,False,False,False
56,e2,False,False,False
56,e3,True,True,False
56,e4,True,True,False
56,e5,True,True,False
57,e1,False,False,False
57,e2,False,False,False
57,e3,True,True,False
57,e4,True,True,False
57,e5,True,True,False
58,e1,False,False,False
58,e2,False,False,False
58,e3,True,True,False
58,e4,True,True,False
58,e5,True,True,False
59,e1,False,False,False
59,e2,False,False,False
59,e3,True,True,False
59,e4,True,True,False
59,e5,True,True,False
60,e1,False,False,False
60,e2,False,False,False
60,e3,True,True,False
60,e4,True,True,False
60,e5,True,True,False
61,e1,False,False,False
61,e2,False,False,False
61,e3,True,True,False
61,e4,True,True,False
61,e5,True,True,False
62,e1,False,False,False
62,e2,False,False,False
62,e3,True,True,False
62,e4,True,True,False
62,e5,True,True,False
63,e1,False,False,False
63,e2,False,False,False
63,e3,True,True,False
63,e4,True,True,False
63,e5,True,True,False
64,e1,False,False,False
64,e2,False,False,False
64,e3,True,True,False
64,e4,True,True,False
64,e5,True,True,False
