round,seq,utc,query,terms,expression,top_k,equivalence_key,cache_key,cached,returned_dN,returned_docids,result_docs
5,178,2026-09-15T14:10:30.563209+00:00,TV show character married three times only one child survives real life relative cast,"[""tv"",""show"",""character"",""married"",""three"",""times"",""only"",""one"",""child"",""survives"",""real"",""life"",""relative"",""cast""]","""tv"" OR ""show"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""only"" OR ""one"" OR ""child"" OR ""survives"" OR ""real"" OR ""life"" OR ""relative"" OR ""cast""",5,24dbff1288e4503831b847e9a6395591b8d92b97e430bfcd1c305b4787b099d9,2d8e02cfb9b41f5cecce11b34aea7398c2dba0976835b5e5d3a9f70cb637ce99,False,"[""d1"",""d54"",""d38"",""d73"",""d74""]","[""60248"",""88468"",""81882"",""97320"",""90793""]","[{""docid"":""60248"",""score"":18.582985607906593,""snippet"":"" ... The Erica character officially debuted in 1970 once All My Children made it onto the air.\n\nCasting\n\nAt the time, soap operas featured mostly older casts. To add a contemporary feel to the show, Nixon focused on younger characters, while also mixing in older ones so as not ... "",""title"":""https://en.wikipedia.org/wiki/Erica_Kane""},{""docid"":""88468"",""score"":18.53899362622082,""snippet"":"" ... The adaptation changes a character's age.\n\n- Age Them Down, Cast Their Kid: When a Real-Life Relative is recruited as a Time-Shifted Actor, to play a younger version of their older relative's character (parent-child relationships are the most common, but the trope also applies ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/CharactersAndCasting""},{""docid"":""81882"",""score"":18.422591619678208,""snippet"":"" ... shows to address issues of animal welfare. He was married a total of seven times, and fathered eight children.\n\nAfter long battles with ill health, Richard Pryor passed away on December 10th, 2005.- Vincent Schiavelli, selected in 1997 by Vanity Fair as one of the best character actors ... "",""title"":""https://m.imdb.com/search/name/?death_date=2005&ref_=nmbio""},{""docid"":""97320"",""score"":18.203289681808798,""snippet"":"" ... on the couch without having had sex. The next morning, they part ways with a tender final onscreen moment together.\n\nReunions with Cheers characters\n\nExcept for Rebecca Howe (Kirstie Alley), all the surviving main cast members of Cheers appear in the show at various points. In \""The Show ... "",""title"":""https://en.wikipedia.org/wiki/Frasier_Crane""},{""docid"":""90793"",""score"":18.161247594985603,""snippet"":"" ... The character garnered her #6 placement on Maxim's TV's \""Best Nymphos\"" list. She enjoyed brief success, mild publicity and increased output during the first two years of the show, including one of her only high-profile movies, Jawbreaker (1999). She developed drug problems during filming of ... "",""title"":""https://m.imdb.com/search/name/?death_date=2013&ref_=nmbio_dth_yr""}]"
5,183,2026-09-15T14:10:32.438115+00:00,actor height 1.68 1.69 1.67 married three times character one child survives,"[""actor"",""height"",""1"",""68"",""69"",""67"",""married"",""three"",""times"",""character"",""one"",""child"",""survives""]","""actor"" OR ""height"" OR ""1"" OR ""68"" OR ""69"" OR ""67"" OR ""married"" OR ""three"" OR ""times"" OR ""character"" OR ""one"" OR ""child"" OR ""survives""",5,91ead2851d841703c64d10739c7e82fc6aea82533919acd94c18aa9a1f52d642,47030dc909e548e5ad66013db0c3857f32deb5e2fb9c095b54c98e39824bf0ce,False,"[""d75"",""d76"",""d77"",""d78"",""d79""]","[""18521"",""2767"",""22813"",""28827"",""78989""]","[{""docid"":""18521"",""score"":21.60482196602463,""snippet"":"" ... Anne Young married James Wilson and was living in Fenwick, Ayrshire, Scotland, in 1860.\n\nMcLaws Family Genealogy- 1. John McLaws (ca.1705-1768) of Arngibbon, near Stirling, Scotland.\n\n- Married twice and fathered seventeen children. Only one daughter by his first wife survived childhood. He married second, 1748/49 ... "",""title"":""https://findingaids.lib.umich.edu/catalog/umich-wcl-M-2186you""},{""docid"":""2767"",""score"":21.414985011368454,""snippet"":"" ... Lucas was 69 years old. She was delivered via surrogacy and is the first biological child for Lucas and Hobson. The now 79-year-old Lucas also has three adopted children: Amanda, 41, Katie, 35, and Jett, 30.\n\nRonnie Wood, 68\n\nIt seems time is on his side ... "",""title"":""https://www.parents.com/parenting/celebrity-parents/celebrity-dads-who-had-children-after-50/""},{""docid"":""22813"",""score"":21.1491174139369,""snippet"":"" ... John Amos, who starred as the family patriarch on the hit 1970s sitcom \""Good Times\"" and earned an Emmy nomination for his role in the seminal 1977 miniseries \""Roots,\"" died Aug. 21. He was 84.\n\nEd Wheeler, a character actor who appeared in such TV shows as \""Law ... "",""title"":""https://sacobserver.com/2024/12/gone-but-not-forgotten-2024/""},{""docid"":""28827"",""score"":21.130466804598733,""snippet"":"" ... Sweden | 69.064 | | None |\n| 61 | Turkey | 69.046 | | None |\n| 62 | Cuba | 69.037 | | None |\n| 63 | Mexico | 69.023 | | None |\n| 64 | Mongolia | 68.910 | | None |\n| 65 | Uruguay | 68.873 | | None |\n| 66 | Belgium | 68.801 | | None |\n| 67 | Suriname | 68.778 | | None |\n| 68 | Latvia | 68.778 | | None |\n| 69 | Norway | 68.774 ... "",""title"":""https://en.wikipedia.org/wiki/Human_body_weight""},{""docid"":""78989"",""score"":21.018430516752627,""snippet"":"" ... Grace Azevedo Murphy '67 AM (see '59).\n\nJohn M. Cross '68 AM (see '66).\n\nKenneth Starr '69 AM, former Whitewater special prosecutor, will take over as dean of Pepperdine Univ.'s School of Law on Aug. 1.\n\nJohn Sapinsley '70 AM (see Bernie Bell '42).\n\nJoe Augustyn '71 ... "",""title"":""https://www.brownalumnimagazine.com/classes/class-notes-graduate-studies""}]"
6,200,2026-09-15T14:10:41.199902+00:00,actor plays with real life spouse sibling on show unrelated characters height 1.68,"[""actor"",""plays"",""with"",""real"",""life"",""spouse"",""sibling"",""on"",""show"",""unrelated"",""characters"",""height"",""1"",""68""]","""actor"" OR ""plays"" OR ""with"" OR ""real"" OR ""life"" OR ""spouse"" OR ""sibling"" OR ""on"" OR ""show"" OR ""unrelated"" OR ""characters"" OR ""height"" OR ""1"" OR ""68""",5,0921fce684614a5d271edfe80571ae942efe923b627bbb3d96274e9c8e376a2f,05320df3193adb6d7aa40b6c3f3a4eee02e7828e06d839688d682c3bd4046595,False,"[""d80"",""d81"",""d13"",""d82"",""d83""]","[""87365"",""29966"",""11078"",""11781"",""91007""]","[{""docid"":""87365"",""score"":20.51053240746643,""snippet"":"" ... real-world monarchs. Eleanor of Aquitaine and Blanche de Castile both used their positions as Queen consort to act as powerful statesmen at home while their spouses were at war. Queen Isabella de Castile, aided by her husband Ferdinand, was an accomplished military strategist, and even appeared on ... "",""title"":""https://priceonomics.com/monarchs-more-belligerent-queens-kings/""},{""docid"":""29966"",""score"":20.490264046110244,""snippet"":"" ... cousin marriages, the difference in one Pakistani study being 1.10 and 0.84 years for first and second cousins, respectively. In Pakistan, the ages of the spouses were also closer together, the age difference declining from 6.5 years for unrelated couples to 4.5 years for ... "",""title"":""https://en.wikipedia.org/wiki/Cousin_marriage""},{""docid"":""11078"",""score"":20.31430951028866,""snippet"":"" ... Fisher looks enough like Howard's real-life daughters Bryce Dallas Howard and Paige Carlyle Howard that it makes it look believable.\n\n- On the short-lived show Back to You, Laura Marano was very believable as Kelsey Grammer's daughter. However, the character was later recast with someone ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/SeparatedAtBirthCasting""},{""docid"":""11781"",""score"":20.172710810608635,""snippet"":"" ... life has been a subject of interest among his fans. Who are Eminem's siblings?\n\nTABLE OF CONTENTS\n\nEminem was born on 17 October 1972 in St. Joseph, Missouri, United States, and attended Lincoln High School. The rapper has solidified his position in the music industry with over ... "",""title"":""https://www.legit.ng/ask-legit/biographies/1600671-who-eminems-siblings-a-closer-rappers-family/""},{""docid"":""91007"",""score"":20.114544361401304,""snippet"":"" ... TV shows or feature animated versions of real-life actors.\n\nYouTube.com\n\n61. Cow and Chicken\n\nFeaturing the adventures of two siblings who often run into The Red Guy, who tries to scam them while wearing various disguises.\n\nThe show was unique in that one voice actor filled ... "",""title"":""https://www.cleveland.com/entertainment/2017/07/60_years_of_hanna-barbera_cart.html""}]"
6,207,2026-09-15T14:10:42.869790+00:00,TV series real life couple play unrelated characters married three times one child,"[""tv"",""series"",""real"",""life"",""couple"",""play"",""unrelated"",""characters"",""married"",""three"",""times"",""one"",""child""]","""tv"" OR ""series"" OR ""real"" OR ""life"" OR ""couple"" OR ""play"" OR ""unrelated"" OR ""characters"" OR ""married"" OR ""three"" OR ""times"" OR ""one"" OR ""child""",5,e2ec5cf6984147e4babba967e3ac257dd5c9f49684bad801aeaba78aceb2db01,7f088c216f600af6dacbcb10dde4c6b1075924ee8d2327bf626e4d8fca9bb6c0,False,"[""d54"",""d84"",""d20"",""d85"",""d17""]","[""88468"",""83129"",""32179"",""61081"",""62963""]","[{""docid"":""88468"",""score"":18.798817628215645,""snippet"":"" ... In the sequel, the protagonist has a personality that contrasts with the protagonist of the original.\n\n- Convenient Replacement Character: A new character conveniently arriving in time to replace an outgoing one.\n\n- Couple Bomb: A work is either made by or is built around a Real Life couple, but ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/CharactersAndCasting""},{""docid"":""83129"",""score"":17.953197845511802,""snippet"":"" ... An unrelated subfamily (formerly called a secondary family) is a married couple with or without children, or a single parent with one or more own never-married children under 18 years old living in a household. Unrelated subfamily members are not related to the householder. An unrelated subfamily ... "",""title"":""https://www.census.gov/programs-surveys/cps/technical-documentation/subject-definitions.html""},{""docid"":""32179"",""score"":17.564813546521005,""snippet"":"" ... Ironside - What character in the 1970s show Good Times, played by Jimmie Walker, was known for his catchphrase \""Dyn-o-mite\""?\n\nAnswer: JJ - Patrick McGoohan's character on what short-lived TV show, which has gained a cult following around the world despite running for just 17 episodes ... "",""title"":""https://www.watercoolertrivia.com/trivia-questions/classic-tv-trivia-questions""},{""docid"":""61081"",""score"":17.478976680339535,""snippet"":"" ... not only did Ginnifer Goodwin and Josh Dallas play a romantic-sounding couple on TV (Snow White and Prince Charming), but they're in love in real life, too — they got married and have two kids together! What a fairy-tale ending.\n\n05\n\nThe \""House M.D.\"" costars ... "",""title"":""https://www.popsugar.com/entertainment/real-couples-who-played-couples-tv-28325537""},{""docid"":""62963"",""score"":17.381907634016823,""snippet"":"" ... siblings in real life are commonly cast to play siblings on television. After all, that's the best way to make it seem like the relationship is an authentic one. In the case of Jessica and Richard Harmon, though, the siblings actually play unrelated characters in the world ... "",""title"":""https://screenrant.com/cw-stars-family/""}]"
6,212,2026-09-15T14:10:44.202272+00:00,actor real life wife husband co-star unrelated character drama series height 5 foot 6,"[""actor"",""real"",""life"",""wife"",""husband"",""co"",""star"",""unrelated"",""character"",""drama"",""series"",""height"",""5"",""foot"",""6""]","""actor"" OR ""real"" OR ""life"" OR ""wife"" OR ""husband"" OR ""co"" OR ""star"" OR ""unrelated"" OR ""character"" OR ""drama"" OR ""series"" OR ""height"" OR ""5"" OR ""foot"" OR ""6""",5,ead0d2dbd20aaff41936ae8a9d384455668a1338c04477951cabc02d6a292ec5,f2a1f2493a7d1589a338cae4d63e68ba21776044f97e5290a8e5a305c4ca51cc,False,"[""d86"",""d87"",""d88"",""d89"",""d90""]","[""59548"",""32499"",""85093"",""98136"",""19264""]","[{""docid"":""59548"",""score"":27.600111977297047,""snippet"":"" ... A \""beautifully shot, multilayered drama\"" (The Sunday Telegraph, Australia), it \""brings these little-known stories vividly to life\"" (The Daily Telegraph, Australia).\n\n6 episode television mini-series.\n\nStarring Georgia Flood, Caroline Craig, Anna McGahan, Antonia Prebble, Laura Brent.\n\nNot rated.\n\nAnzacs (1985)\n\nThis 5-part Australian television mini ... "",""title"":""https://www.willowandthatch.com/period-films-to-watch/wwi-great-war-era-historical-dramas-movies-list/""},{""docid"":""32499"",""score"":27.03135539924523,""snippet"":"" ... the show's star. He was even nominated for a Primetime Emmy for Outstanding Lead Actor in a Drama Series. Sanada has been acting since the '60s, gaining popularity in Japan and Hong Kong, as well as in Hollywood.\n\nAlexander the Great, Height: 5'2\""\n\nView this post ... "",""title"":""https://www.themodestman.com/100-famous-short-men/""},{""docid"":""85093"",""score"":26.82677481300176,""snippet"":"" ... critically acclaimed music videos, London-born filmmaker Jonathan Glazer set foot in Manhattan to shoot Birth, a jaw-dropping drama about a young boy who tries to convince a woman (Nicole Kidman) that he's her dead husband.\n\nWhile many British filmmakers tend to go bigger and louder ... "",""title"":""https://www.bfi.org.uk/lists/10-great-american-debuts-british-directors""},{""docid"":""98136"",""score"":26.763380158096766,""snippet"":"" ... It's brought to life entirely by local non-actors speaking in the Bergamasque dialect.\n\nMost of the film is just vignettes of farm life: characters singing while shucking corn, attending mass, dealing with the fallout of sending a son to school instead of having him work, going ... "",""title"":""https://www.indiewire.com/feature/cannes-film-festival-palme-d-or-winners-movies-ranked-1202132111/""},{""docid"":""19264"",""score"":26.74328496286121,""snippet"":"" ... He made another comeback in the Johnny Depp romantic drama Don Juan DeMarco (1994), which co-starred Faye Dunaway as his wife. He then appeared in The Island of Dr. Moreau (1996), co-starring Val Kilmer, who he didn't get along with. The filming was an unpleasant ... "",""title"":""https://www.imdb.com/search/name/?birth_date=1920-01-01%2C1929-12-31""}]"
6,221,2026-09-15T14:10:45.438954+00:00,Grey's Anatomy character married three times children died real life relative cast,"[""grey"",""s"",""anatomy"",""character"",""married"",""three"",""times"",""children"",""died"",""real"",""life"",""relative"",""cast""]","""grey"" OR ""s"" OR ""anatomy"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""children"" OR ""died"" OR ""real"" OR ""life"" OR ""relative"" OR ""cast""",5,e195b365432ff825a641ae872c11ea1406d74b566ee16a80ef96b52b428f8082,24d5f9f9feec6182ba30dbbf49e626441c85b614183164c06b84587f29026e4a,False,"[""d91"",""d92"",""d93"",""d94"",""d95""]","[""99983"",""77586"",""7460"",""15009"",""91820""]","[{""docid"":""99983"",""score"":25.37408391641634,""snippet"":"" ... Friends (1994), Grey's Anatomy (2005) and Crazylove (2005).\n\nHe has been married three times (most recently to Angela Imperato since 2000) and has three children.\n\nValerie Landsburg as Doris Schwartz\n\nValerie Landsburg became a globally-recognized star playing Doris Schwartz in the Fame cast.\n\nAfter the series ... "",""title"":""https://www.yahoo.com/lifestyle/fame-tv-show-cast-see-151938446.html""},{""docid"":""77586"",""score"":23.333273977233915,""snippet"":"" ... Grey's Anatomy\"". She has also lent her voice to several episodes of the popular Disney Channel series, \""Sofia The First.\""\n\nIn addition to acting, Smollett is an activist for HIV/AIDS causes and Time's Up. She also serves on the Board of Directors for the Children ... "",""title"":""https://www.imdb.com/date/10-01/births""},{""docid"":""7460"",""score"":23.246866525783737,""snippet"":"" ... Many other characters either left Grey Sloan Memorial Hospital (formerly Seattle Grace Hospital) or have been killed off but a few ended up in a Grey's Anatomy spin-off. There have been three Grey's Anatomy spin-off shows, which were met with mixed levels of success ... "",""title"":""https://screenrant.com/greys-anatomy-spinoff-shows-timeline-connections-explained/""},{""docid"":""15009"",""score"":22.851297182260133,""snippet"":"" ... Drama Series (Grey's Anatomy), Screen Actors Guild (2006)\n\n- Outstanding Performance by an Ensemble in a Drama Series (Grey's Anatomy), Screen Actors Guild (2007)\n\n- ACTRA Award of Excellence, ACTRA (2009)\n\n- Favorite TV Character We Miss Most (Dr. Christina Yang, Grey's Anatomy), People's Choice Awards (2015 ... "",""title"":""https://www.thecanadianencyclopedia.ca/en/article/sandra-oh""},{""docid"":""91820"",""score"":22.800679399768555,""snippet"":"" ... Meredith Grey, Grey's Anatomy follows the drama and romance at Seattle Grace Mercy West Hospital, later renamed Grey Sloan Memorial Hospital. Although the show outgrew its main character in Season 19, it's still going strong with 21 seasons and counting. When it first aired, its cast ... "",""title"":""https://movieweb.com/most-watched-tv-shows-2000s/""}]"
6,229,2026-09-15T14:10:47.049101+00:00,Private Practice character married three times one child survives real life relative,"[""private"",""practice"",""character"",""married"",""three"",""times"",""one"",""child"",""survives"",""real"",""life"",""relative""]","""private"" OR ""practice"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""one"" OR ""child"" OR ""survives"" OR ""real"" OR ""life"" OR ""relative""",5,3761dcd63f66882a54d2270ad722b453abcc42b6b9625990c6cfb33b5abc7470,74f2481f839f54f944b00521d69d0dc3a6d25d12bb4b875c5692c63f7cd5bcb4,False,"[""d96"",""d97"",""d98"",""d99"",""d100""]","[""55937"",""21346"",""52126"",""80657"",""98802""]","[{""docid"":""55937"",""score"":15.384270766958242,""snippet"":"" ... This work resets the characters from Graves' book into a modern-day private high school that labours under a problematic power structure.\n\nSee also\n\n* Count Belisarius\n* Tacitean studies\n\nReferences\n\nExternal links\n\n* I, Claudius on the Internet Archive\n* Claudius the God on the Internet Archive\n\nCategory:1934 British novels ... "",""title"":""https://en.wikipedia.org/wiki/I%2C_Claudius""},{""docid"":""21346"",""score"":15.017302322325023,""snippet"":"" ... film about the life of Christ. It was shown in a large number of regions and created influence among contemporary film directors of whom many adopted its theme.- A D.W. Griffith favorite matriarchal figure often playing mother characters. Kate Bruce appeared 292 times on the screen from ... "",""title"":""https://m.imdb.com/search/name/?birth_year=1860&ref_=nm_ov_bth_year""},{""docid"":""52126"",""score"":14.89757578411622,""snippet"":"" ... practicable instructions on childcare and offered a pioneering conceptualisation of the relationship between health, marriage and parenthood. Unlike other manuals that treated female and child health separately, the volume was structured around the mother's life-course, so that child-rearing was integrated into a longer time-span ... "",""title"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3865739/""},{""docid"":""80657"",""score"":14.882820416796013,""snippet"":"" ... 96 that Anastasia escaped from Russia on a farm cart with a man called Alexander Tschaikovsky, whom she married and had a child by, before he was shot dead on a Bucharest street, and that the child, Alexei, disappeared into an orphanage. Even Anderson's supporters admitted that ... "",""title"":""https://en.wikipedia.org/wiki/Anna_Anderson""},{""docid"":""98802"",""score"":14.85313426621656,""snippet"":"" ... Beyond age twenty-one, however, most people did not celebrate their birthdays, as historian Howard Chudacoff has found. The main exception was family gatherings when an elder relative reached the biblical milestone of three score and ten. A person living to 100 might receive a special sermon in ... "",""title"":""https://commonplace.online/article/talk-about-age/""}]"
6,237,2026-09-15T14:10:48.740062+00:00,Scandal character married three times children real life relative co-star,"[""scandal"",""character"",""married"",""three"",""times"",""children"",""real"",""life"",""relative"",""co"",""star""]","""scandal"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""children"" OR ""real"" OR ""life"" OR ""relative"" OR ""co"" OR ""star""",5,78fb56a73c2e8416c50ea48097fc423c6f369f5bac3bd8774321ba24d1ba2835,e8871de0ed8e159bbb9acc207ba7c05270cba1a255e7868722c1bf8f96de05a2,False,"[""d101"",""d102"",""d103"",""d104"",""d105""]","[""62928"",""52027"",""90563"",""78014"",""41032""]","[{""docid"":""62928"",""score"":18.46339715806601,""snippet"":"" ... The movie stars Charles Dance, Trudie Styler, and Nicole Steinwedell (as Madison Castelli). Collins served as co-producer, and three more Connections movies with the Madison Castelli character are planned.Jackie Collins – Paris Connections, jackiecollins.com; accessed 20 September 2015.\n\nCollins continued to write Lucky Santangelo books, including ... "",""title"":""https://en.wikipedia.org/wiki/Jackie_Collins""},{""docid"":""52027"",""score"":17.772499373452423,""snippet"":"" ... All those kind of in-between feelings that the character has. I understood them because I had gone through them myself.\""\n\nAngelina Jolie has also been married three times.\n\nRight at the beginning of her stardom, Jolie married her \""Hackers\"" co-star Jonny Lee Miller in 1996. They ... "",""title"":""https://www.businessinsider.com/celebrities-married-three-or-more-times""},{""docid"":""90563"",""score"":17.452958088224626,""snippet"":"" ... to maintain a fairly successful acting career over two decades, in spite of a major sex scandal in 1988.\n\nLowe's career was jump-started when he co-starred in three of the early successful Brat Pack films–The Outsiders (1983), St. Elmo's Fire (1985), and About ... "",""title"":""https://18doors.org/interfaith_celebrities_the_brat_pack_/""},{""docid"":""78014"",""score"":17.209596768981584,""snippet"":"" ... Life\n\nAt the time of filming this 2000 thriller about a kidnapping, leading lady Meg Ryan had been married to actor Dennis Quaid, with whom she has a son, for nine years. But it wasn't solid enough to survive an off-screen romance with her co-star ... "",""title"":""https://www.independent.co.uk/arts-entertainment/films/features/films-affairs-actors-marriages-divorce-b2543069.html""},{""docid"":""41032"",""score"":16.93853754611583,""snippet"":"" ... He starred as President Fitzgerald Grant III on Scandal (2012–18) while also directing a number of episodes, for which he won a Peabody Award. Since 2024, he has starred as District Attorney Nicholas Baxter on Law & Order.\n\nEarly life\n\nGoldwyn was born in Los Angeles, California, the ... "",""title"":""https://en.wikipedia.org/wiki/Tony_Goldwyn""}]"
7,254,2026-09-15T14:10:56.005767+00:00,character married three times two children died one survives TV series,"[""character"",""married"",""three"",""times"",""two"",""children"",""died"",""one"",""survives"",""tv"",""series""]","""character"" OR ""married"" OR ""three"" OR ""times"" OR ""two"" OR ""children"" OR ""died"" OR ""one"" OR ""survives"" OR ""tv"" OR ""series""",5,293bc6fcd48f5f4e9e57955d6073e696224023c747d953f5b502e05120e8e789,2eae7d15b478b82106490477165e486c6103310ec3c407fd2b89428c0c0368a0,False,"[""d106"",""d107"",""d37"",""d36"",""d38""]","[""53008"",""11779"",""32327"",""85765"",""81882""]","[{""docid"":""53008"",""score"":16.308832003987707,""snippet"":"" ... He is survived by his two children, Sashy and Antonia.\n\nKim Mi-soo\n\nThe Korean actress, best known for her role on the Disney+ series Snowdrop, died on Jan. 5. She was 29. On Snowdrop, which also stars BLACKPINK's Jisoo, Kim played Yeo Jungmin, a student activist ... "",""title"":""https://www.etonline.com/gallery/stars-weve-lost-in-2022-177426""},{""docid"":""11779"",""score"":16.24243293033353,""snippet"":"" ... me.\"" He died on July 1 of that year at the age of 54.\n\nLandon had three marriages and nine children. His first marriage was to Dodie Levy-Fraser in 1956, and they had two children: Mark and Josh. They divorced in 1962. Landon then married Marjorie Lynn ... "",""title"":""https://people.com/little-house-on-the-prairie-cast-where-are-they-now-8603014""},{""docid"":""32327"",""score"":15.940810423245576,""snippet"":"" ... Married three times, she has two children, Kimberley and William, from her former husband, British actor Geoffrey Horne, and one child, Michael, from the marriage to Scott Paxton. She died of brain cancer at her North Carolina home in Highlands on October 14, 2009. She was 74.- Actress ... "",""title"":""https://m.imdb.com/search/name/?death_date=2009&ref_=nm_ov_dth_year""},{""docid"":""85765"",""score"":15.903393338142399,""snippet"":"" ... Subsequent character parts in films were a bit offbeat to say the least, having gained some weight over time. He was also involved in extensive voice-over work.\n\nMarried and divorced three times, he had two children, Doug and Victoria, by first wife Susan; an adopted son, Kerry ... "",""title"":""https://www.imdb.com/search/name/?death_date=2002""},{""docid"":""81882"",""score"":15.899151890056032,""snippet"":"" ... He was married a total of seven times, and fathered eight children.\n\nAfter long battles with ill health, Richard Pryor passed away on December 10th, 2005.- Vincent Schiavelli, selected in 1997 by Vanity Fair as one of the best character actors in America, had made over 120 film ... "",""title"":""https://m.imdb.com/search/name/?death_date=2005&ref_=nmbio""}]"
7,259,2026-09-15T14:10:57.307222+00:00,TV drama character lost two children one survives married three times,"[""tv"",""drama"",""character"",""lost"",""two"",""children"",""one"",""survives"",""married"",""three"",""times""]","""tv"" OR ""drama"" OR ""character"" OR ""lost"" OR ""two"" OR ""children"" OR ""one"" OR ""survives"" OR ""married"" OR ""three"" OR ""times""",5,0e4d5ec446cacd8d0c0e6335dac85b57fb0dcf9939ffd0d5dfaaf9f5073645c8,0202def75fd5315d450aecd07303dc3366c0103b42c87560ed321dac5ccda93b,False,"[""d37"",""d108"",""d109"",""d110"",""d38""]","[""32327"",""93526"",""4035"",""3878"",""81882""]","[{""docid"":""32327"",""score"":18.30499828342222,""snippet"":"" ... Married three times, she has two children, Kimberley and William, from her former husband, British actor Geoffrey Horne, and one child, Michael, from the marriage to Scott Paxton. She died of brain cancer at her North Carolina home in Highlands on October 14, 2009. She was 74.- Actress ... "",""title"":""https://m.imdb.com/search/name/?death_date=2009&ref_=nm_ov_dth_year""},{""docid"":""93526"",""score"":18.129634758606098,""snippet"":"" ... the characters drive the plot. This isn't \""CSI\"" or \""Law and Order,\"" where each week is a variation on the same theme. On \""Lost,\"" you have a group of fascinatingly different, tragically flawed characters who must somehow learn to survive together, while at the same time trying ... "",""title"":""https://www.imdb.com/title/tt0411008/""},{""docid"":""4035"",""score"":17.83011332169898,""snippet"":"" ... Her facility with accents and dialects enabled her to play a wide variety of characters, earning her the nickname of \""The Chameleon\"". Her relationship with James Dean was chronicled in Joe Hyams's biography, \""The James Dean Story\"".\n\nMarried and divorced three times, Arlene had three children: Adam ... "",""title"":""https://www.imdb.com/search/name/?death_date=2014""},{""docid"":""3878"",""score"":17.681935428819706,""snippet"":"" ... and epic tale of survival that for several seasons was a seamless combination of large-scale action, close-quarters character drama and pop-political philosophy.\n\nThe premise would have been provocative at any time: A bitter race of robots gets the drop on humanity (with the help of ... "",""title"":""https://www.nytimes.com/interactive/2019/arts/television/best-drama-series.html""},{""docid"":""81882"",""score"":17.636397756022028,""snippet"":"" ... He was married a total of seven times, and fathered eight children.\n\nAfter long battles with ill health, Richard Pryor passed away on December 10th, 2005.- Vincent Schiavelli, selected in 1997 by Vanity Fair as one of the best character actors in America, had made over 120 film ... "",""title"":""https://m.imdb.com/search/name/?death_date=2005&ref_=nmbio""}]"
7,265,2026-09-15T14:10:58.496598+00:00,soap opera character three marriages children died one alive,"[""soap"",""opera"",""character"",""three"",""marriages"",""children"",""died"",""one"",""alive""]","""soap"" OR ""opera"" OR ""character"" OR ""three"" OR ""marriages"" OR ""children"" OR ""died"" OR ""one"" OR ""alive""",5,b0edd94727573e27e5ea17e21952b9b7c91820fb4fcd9b2a46fb3d55c3edcb78,283ed77c294f3bf247aa8822c7de3ec679d7f7ccd59c24fae80ce9b2802e569c,False,"[""d1"",""d2"",""d4"",""d8"",""d3""]","[""60248"",""58666"",""49471"",""53295"",""24471""]","[{""docid"":""60248"",""score"":26.839781419326297,""snippet"":"" ... Julie Rand Chandler (half)\n\nErica Kane is a fictional character from the American ABC Daytime soap opera All My Children. The character was portrayed by actress Susan Lucci from her debut on January 16, 1970, until the last broadcast television episode on September 23, 2011. Erica is 15 ... "",""title"":""https://en.wikipedia.org/wiki/Erica_Kane""},{""docid"":""58666"",""score"":24.558262830690072,""snippet"":"" ... The character was announced on January 18, 2022, by Soaps.com. Soap Opera Digest later announced Christian's casting. Christian, best known for his Daytime Emmy Award nominated role as Derek Frye on All My Children, had a four episode guest stint in 2018. Christian was contacted by ... "",""title"":""https://en.wikipedia.org/wiki/List_of_Days_of_Our_Lives_characters_introduced_in_the_2020s""},{""docid"":""49471"",""score"":24.45867127238957,""snippet"":"" ... Episodes of One Life to Live are broadcast at 1:30 p.m., following All My Children which airs at 1:00 p.m., Mondays through Thursdays.\n\nSee also\n\n* List of longest-serving soap opera actors\n* List of One Life to Live characters\n* List of One Life to ... "",""title"":""https://en.wikipedia.org/wiki/One_Life_to_Live""},{""docid"":""53295"",""score"":23.446122721195096,""snippet"":"" ... When Marland redeemed the characters of Alan on GL and Craig on ATWT he softened them too much. Craig, on ATWT, went from town scoundrel to the guy who wouldn't even tell a white lie — per a soap opera magazines criticism of/commentary on Craig's reformation ... "",""title"":""https://marlenadelacroix.com/2009/04/guiding-light-my-favorite-years-and-what-you-can-learn-from-yours/""},{""docid"":""24471"",""score"":23.409648747531158,""snippet"":"" ... One Emmy nomination with zero wins\n\nFulton's Lisa is an archetype of the soap opera vixen, with several marriages, divorces and spousal deaths. In the earliest years of the medium, Lisa became one of the most popular characters on daytime television, and Fulton became the first soap ... "",""title"":""https://www.goldderby.com/gallery/best-daytime-actresses-ever-ranked/""}]"
